tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px,chlor_a,kd490,flh,season_dir
S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801_0000.jpg,S2A_MSIL2A_20190914T065621_R063_T39QXG_20201004T125801,2019-09-14 06:56:21.024000+00:00,-0.139967530965805,1.4901161193847656e-08,0.0427541509270668,7.450580596923828e-09,0.9148313999176024,2.384185791015625e-07,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190912T070619_R106_T39QXG_20201004T122204_0000.jpg,S2B_MSIL2A_20190912T070619_R106_T39QXG_20201004T122204,2019-09-12 07:06:19.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201_0000.jpg,S2B_MSIL2A_20190909T065629_R063_T39QXG_20201004T111201,2019-09-09 06:56:29.024000+00:00,-0.1583954989910125,1.4901161193847656e-08,0.0460721254348754,0.0,0.9107962250709534,1.1920928955078125e-07,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0000.jpg,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,2019-09-04 06:56:21.024000+00:00,-0.1626422107219696,2.9802322387695312e-08,0.0452393516898155,7.450580596923828e-09,0.9051705002784728,1.1920928955078125e-07,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190902T070629_R106_T39QXG_20201004T082936_0000.jpg,S2B_MSIL2A_20190902T070629_R106_T39QXG_20201004T082936,2019-09-02 07:06:29.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190830T065629_R063_T39QXG_20201005T065706_0000.jpg,S2B_MSIL2A_20190830T065629_R063_T39QXG_20201005T065706,2019-08-30 06:56:29.024000+00:00,-0.1731252521276474,0.0,0.0414163842797279,7.450580596923828e-09,0.8874102234840393,0.0,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190828T070621_R106_T39QXG_20201005T055056_0000.jpg,S2A_MSIL2A_20190828T070621_R106_T39QXG_20201005T055056,2019-08-28 07:06:21.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538_0000.jpg,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538,2019-08-25 06:56:21.024000+00:00,-0.1611194759607315,0.0,0.0466688647866249,7.450580596923828e-09,0.9066040515899658,1.788139343261719e-07,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190823T070629_R106_T39QXG_20201005T035838_0000.jpg,S2B_MSIL2A_20190823T070629_R106_T39QXG_20201005T035838,2019-08-23 07:06:29.024000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,,,,data/aerial_summer_2019
S2B_MSIL2A_20190820T065629_R063_T39QXG_20201005T024629_0000.jpg,S2B_MSIL2A_20190820T065629_R063_T39QXG_20201005T024629,2019-08-20 06:56:29.024000+00:00,-0.1312259137630462,1.4901161193847656e-08,0.0450688600540161,0.0,0.9432661533355712,2.384185791015625e-07,16384,,,,data/aerial_summer_2019
