scene_id,scene_root,scene_lat,scene_lon
S2A_MSIL2A_20230307T065731_R063_T39QXG_20230307T123902,S2A_MSIL2A_20230307T065731_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20230307T065731_R063_T39QXG_20240821T003413,S2A_MSIL2A_20230307T065731_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20230317T065621_R063_T39QXG_20230317T125717,S2A_MSIL2A_20230317T065621_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20230824T065631_R063_T39QXG_20230824T150407,S2A_MSIL2A_20230824T065631_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20230824T065631_R063_T39QXG_20241025T152112,S2A_MSIL2A_20230824T065631_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20230903T065631_R063_T39QXG_20230903T134044,S2A_MSIL2A_20230903T065631_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20230903T065631_R063_T39QXG_20241030T165920,S2A_MSIL2A_20230903T065631_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20230913T065631_R063_T39QXG_20230913T132300,S2A_MSIL2A_20230913T065631_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20230913T065631_R063_T39QXG_20241027T165012,S2A_MSIL2A_20230913T065631_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20230923T065621_R063_T39QXG_20230923T121348,S2A_MSIL2A_20230923T065621_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20230923T065621_R063_T39QXG_20241028T071613,S2A_MSIL2A_20230923T065621_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20240101T070301_R063_T39QXG_20240101T114458,S2A_MSIL2A_20240101T070301_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20240111T070241_R063_T39QXG_20240111T113149,S2A_MSIL2A_20240111T070241_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20240121T070211_R063_T39QXG_20240121T131026,S2A_MSIL2A_20240121T070211_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20240210T070031_R063_T39QXG_20240210T111914,S2A_MSIL2A_20240210T070031_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20240220T065921_R063_T39QXG_20240220T112915,S2A_MSIL2A_20240220T065921_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20240301T065821_R063_T39QXG_20240301T115335,S2A_MSIL2A_20240301T065821_R063_T39QXG,23.909196944999998,52.523651125
S2A_MSIL2A_20240311T065701_R063_T39QXG_20240311T150535,S2A_MSIL2A_20240311T065701_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20240321T065621_R063_T39QXG_20240321T122014,S2A_MSIL2A_20240321T065621_R063_T39QXG,23.909196944999998,52.523819395000004
S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334,S2A_MSIL2A_20240619T065631_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007,S2A_MSIL2A_20240719T065621_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459,S2A_MSIL2A_20240907T065621_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652,S2A_MSIL2A_20240927T065641_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20241226T070311_R063_T39QXG_20241226T100152,S2A_MSIL2A_20241226T070311_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308,S2A_MSIL2A_20250105T070301_R063_T39QXG,23.909196950000002,52.5238194
S2A_MSIL2A_20250115T070231_R063_T39QXG_20250115T101359,S2A_MSIL2A_20250115T070231_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20220215T065949_R063_T39QXG_20220223T132730,S2B_MSIL2A_20220215T065949_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220307T065729_R063_T39QXG_20220307T200029,S2B_MSIL2A_20220307T065729_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220307T065729_R063_T39QXG_20240524T222725,S2B_MSIL2A_20220307T065729_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20220317T065619_R063_T39QXG_20220317T172218,S2B_MSIL2A_20220317T065619_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220317T065619_R063_T39QXG_20240523T103231,S2B_MSIL2A_20220317T065619_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20220327T065619_R063_T39QXG_20220327T201724,S2B_MSIL2A_20220327T065619_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220814T065629_R063_T39QXG_20220814T151723,S2B_MSIL2A_20220814T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220814T065629_R063_T39QXG_20240704T011425,S2B_MSIL2A_20220814T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20220824T065619_R063_T39QXG_20220825T015302,S2B_MSIL2A_20220824T065619_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220903T065629_R063_T39QXG_20220903T175254,S2B_MSIL2A_20220903T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220913T065629_R063_T39QXG_20220913T171218,S2B_MSIL2A_20220913T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220913T065629_R063_T39QXG_20240726T171436,S2B_MSIL2A_20220913T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20220923T065629_R063_T39QXG_20220924T000152,S2B_MSIL2A_20220923T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20220923T065629_R063_T39QXG_20240725T151945,S2B_MSIL2A_20220923T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20230131T070119_R063_T39QXG_20230131T235314,S2B_MSIL2A_20230131T070119_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230210T070029_R063_T39QXG_20230210T205643,S2B_MSIL2A_20230210T070029_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230210T070029_R063_T39QXG_20240813T093046,S2B_MSIL2A_20230210T070029_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20230312T065709_R063_T39QXG_20230312T141426,S2B_MSIL2A_20230312T065709_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230312T065709_R063_T39QXG_20240818T170744,S2B_MSIL2A_20230312T065709_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20230322T065629_R063_T39QXG_20230322T124101,S2B_MSIL2A_20230322T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230322T065629_R063_T39QXG_20240827T110952,S2B_MSIL2A_20230322T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20230829T065629_R063_T39QXG_20230829T131134,S2B_MSIL2A_20230829T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230829T065629_R063_T39QXG_20241017T113451,S2B_MSIL2A_20230829T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20230908T065629_R063_T39QXG_20230908T143733,S2B_MSIL2A_20230908T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230908T065629_R063_T39QXG_20241023T151834,S2B_MSIL2A_20230908T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20230918T065629_R063_T39QXG_20230918T153259,S2B_MSIL2A_20230918T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230918T065629_R063_T39QXG_20241025T081232,S2B_MSIL2A_20230918T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20230928T065649_R063_T39QXG_20230928T122354,S2B_MSIL2A_20230928T065649_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20230928T065649_R063_T39QXG_20241102T043937,S2B_MSIL2A_20230928T065649_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20231227T070309_R063_T39QXG_20231227T102112,S2B_MSIL2A_20231227T070309_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20240106T070259_R063_T39QXG_20240106T101530,S2B_MSIL2A_20240106T070259_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20240215T065959_R063_T39QXG_20240215T111952,S2B_MSIL2A_20240215T065959_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20240306T065739_R063_T39QXG_20240306T111016,S2B_MSIL2A_20240306T065739_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20240316T065629_R063_T39QXG_20240316T121959,S2B_MSIL2A_20240316T065629_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20240326T065619_R063_T39QXG_20240326T132139,S2B_MSIL2A_20240326T065619_R063_T39QXG,23.909196944999998,52.523819395000004
S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302,S2B_MSIL2A_20240624T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20240704T065629_R063_T39QXG_20240705T224349,S2B_MSIL2A_20240704T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201,S2B_MSIL2A_20240714T065619_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143,S2B_MSIL2A_20240902T065629_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211,S2B_MSIL2A_20240912T065619_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739,S2B_MSIL2A_20240922T065619_R063_T39QXG,23.909196950000002,52.5238194
S2B_MSIL2A_20250110T070149_R063_T39QXG_20250110T091744,S2B_MSIL2A_20250110T070149_R063_T39QXG,23.909196950000002,52.5238194
S2C_MSIL2A_20250125T070221_R063_T39QXG_20250125T110112,S2C_MSIL2A_20250125T070221_R063_T39QXG,23.909196950000002,52.5238194
